,recency,frequency,monetary,recency_score,frequency_score,monetary_score,RFM_SCORE,segment
1099,160.0,1.0,383.8499999999999,2,1,2,21,hibernating
1100,26.0,4.0,834.57,4,4,3,44,loyal_customers
1101,212.0,2.0,266.59000000000003,1,2,2,12,hibernating
1102,6.0,4.0,674.82,5,4,3,54,champions
1103,253.0,1.0,85.0,1,1,1,11,hibernating
1104,59.0,9.0,3385.6200000000003,3,5,5,35,loyal_customers
1105,12.0,1.0,361.62,5,1,2,51,new_customers
1106,65.0,1.0,312.98,3,1,2,31,about_to_sleep
1107,25.0,3.0,865.0600000000002,4,3,3,43,potential_loyalists
1108,93.0,3.0,421.55999999999995,2,3,2,23,at_Risk
1109,52.0,2.0,1537.95,3,2,4,32,about_to_sleep
1110,130.0,1.0,1595.4800000000002,2,1,4,21,hibernating
1111,96.0,3.0,2315.685,2,3,5,23,at_Risk
1112,58.0,1.0,1090.1399999999999,3,1,4,31,about_to_sleep
1113,9.0,25.0,8109.52,5,5,5,55,champions
1114,169.0,3.0,388.5,2,3,2,23,at_Risk
1115,58.0,1.0,216.17000000000002,3,1,1,31,about_to_sleep
1116,327.0,1.0,201.16,1,1,1,11,hibernating
1117,2.0,5.0,1245.9,5,4,4,54,champions
1118,19.0,8.0,2209.36,4,5,5,45,loyal_customers
1119,248.0,1.0,305.78,1,1,2,11,hibernating
1120,59.0,4.0,501.56,3,4,3,34,loyal_customers
1121,75.0,1.0,145.67,2,1,1,21,hibernating
1122,32.0,3.0,1005.0899999999999,4,3,4,43,potential_loyalists
1123,8.0,2.0,1041.855,5,2,4,52,potential_loyalists
1124,124.0,4.0,3083.65,2,4,5,24,at_Risk
1125,3.0,8.0,2770.94,5,5,5,55,champions
1126,23.0,13.0,6403.25,4,5,5,45,loyal_customers
1127,120.0,3.0,389.59999999999997,2,3,2,23,at_Risk
1128,359.0,1.0,540.45,1,1,3,11,hibernating
1129,54.0,5.0,1786.79,3,4,4,34,loyal_customers
1130,64.0,1.0,122.69999999999999,3,1,1,31,about_to_sleep
1131,87.0,1.0,117.24000000000001,2,1,1,21,hibernating
1132,55.0,1.0,1271.5699999999997,3,1,4,31,about_to_sleep
1133,22.0,13.0,3219.7700000000004,4,5,5,45,loyal_customers
1134,4.0,20.0,17159.52,5,5,5,55,champions
1135,3.0,5.0,1191.13,5,4,4,54,champions
1136,11.0,5.0,2674.48,5,4,5,54,champions
1137,8.0,5.0,787.6000000000001,5,4,3,54,champions
1138,190.0,2.0,506.8,1,2,3,12,hibernating
1139,72.0,1.0,243.56,3,1,2,31,about_to_sleep
1140,205.0,1.0,349.54999999999995,1,1,2,11,hibernating
1141,120.0,2.0,595.67,2,2,3,22,hibernating
1142,93.0,1.0,416.9,2,1,2,21,hibernating
1143,2.0,10.0,1883.8100000000004,5,5,4,55,champions
1144,27.0,4.0,604.695,4,4,3,44,loyal_customers
1145,298.0,1.0,821.1000000000001,1,1,3,11,hibernating
1146,24.0,3.0,564.6200000000001,4,3,3,43,potential_loyalists
1147,29.0,4.0,2593.0699999999997,4,4,5,44,loyal_customers
1148,51.0,1.0,311.15999999999997,3,1,2,31,about_to_sleep
1149,326.0,1.0,155.93,1,1,1,11,hibernating
1150,17.0,2.0,388.52,4,2,2,42,potential_loyalists
1151,184.0,3.0,740.9499999999999,1,3,3,13,at_Risk
1152,73.0,5.0,2844.31,2,4,5,24,at_Risk
1153,38.0,2.0,332.64000000000004,3,2,2,32,about_to_sleep
1154,80.0,4.0,2356.61,2,4,5,24,at_Risk
1155,58.0,9.0,2568.94,3,5,5,35,loyal_customers
1156,12.0,2.0,626.45,5,2,3,52,potential_loyalists
1157,50.0,2.0,272.03999999999996,3,2,2,32,about_to_sleep
1158,50.0,2.0,1212.8400000000004,3,2,4,32,about_to_sleep
1159,60.0,2.0,384.81000000000006,3,2,2,32,about_to_sleep
1160,352.0,1.0,172.24999999999997,1,1,1,11,hibernating
1161,54.0,1.0,351.13000000000005,3,1,2,31,about_to_sleep
1162,2.0,6.0,1838.85,5,5,4,55,champions
1163,93.0,4.0,678.25,2,4,3,24,at_Risk
1164,24.0,1.0,220.96000000000004,4,1,1,41,promising
1165,75.0,1.0,348.99000000000007,2,1,2,21,hibernating
1166,11.0,4.0,464.57,5,4,2,54,champions
1167,170.0,2.0,842.65,2,2,3,22,hibernating
1168,58.0,2.0,337.34,3,2,2,32,about_to_sleep
1169,96.0,2.0,1237.53,2,2,4,22,hibernating
1170,295.0,1.0,307.4,1,1,2,11,hibernating
1171,110.0,2.0,608.7899999999998,2,2,3,22,hibernating
1172,264.0,1.0,922.0999999999999,1,1,4,11,hibernating
1173,180.0,1.0,376.5799999999999,2,1,2,21,hibernating
1174,170.0,1.0,158.85,2,1,1,21,hibernating
1175,36.0,1.0,71.66,3,1,1,31,about_to_sleep
1176,24.0,3.0,568.55,4,3,3,43,potential_loyalists
1177,18.0,4.0,839.14,4,4,3,44,loyal_customers
1178,22.0,5.0,5094.2,4,4,5,44,loyal_customers
1179,80.0,3.0,561.57,2,3,3,23,at_Risk
1180,66.0,1.0,90.6,3,1,1,31,about_to_sleep
1181,361.0,1.0,101.99999999999999,1,1,1,11,hibernating
1182,3.0,6.0,2427.3199999999997,5,5,5,55,champions
1183,12.0,4.0,745.0600000000001,5,4,3,54,champions
1184,177.0,3.0,674.4499999999998,2,3,3,23,at_Risk
1185,218.0,2.0,3251.071,1,2,5,12,hibernating
1186,8.0,7.0,2631.305,5,5,5,55,champions
1187,2.0,2.0,439.92,5,3,2,53,potential_loyalists
1188,155.0,2.0,322.96,2,3,2,23,at_Risk
1189,6.0,5.0,1019.2700000000001,5,4,4,54,champions
1190,80.0,3.0,594.04,2,3,3,23,at_Risk
1191,22.0,2.0,230.22,4,3,1,43,potential_loyalists
1192,22.0,2.0,169.55,4,3,1,43,potential_loyalists
1193,309.0,4.0,664.5400000000001,1,4,3,14,at_Risk
1194,146.0,1.0,80.7,2,1,1,21,hibernating
1195,8.0,18.0,8877.46,5,5,5,55,champions
1196,19.0,8.0,2758.26,4,5,5,45,loyal_customers
1197,71.0,2.0,190.25000000000003,3,3,1,33,need_attention
1198,288.0,1.0,264.7,1,1,2,11,hibernating
1199,50.0,1.0,413.59,3,1,2,31,about_to_sleep
1200,32.0,6.0,2461.24,4,5,5,45,loyal_customers
1201,207.0,1.0,357.98,1,1,2,11,hibernating
1202,15.0,2.0,196.79,4,3,1,43,potential_loyalists
1203,74.0,1.0,869.8699999999998,2,1,3,21,hibernating
1204,61.0,1.0,200.14000000000001,3,1,1,31,about_to_sleep
1205,40.0,4.0,1871.81,3,4,4,34,loyal_customers
1206,30.0,12.0,1955.79,4,5,4,45,loyal_customers
1207,27.0,5.0,804.44,4,4,3,44,loyal_customers
1208,5.0,15.0,7060.13,5,5,5,55,champions
1209,18.0,1.0,320.46000000000004,4,1,2,41,promising
1210,20.0,6.0,4147.96,4,5,5,45,loyal_customers
1211,66.0,2.0,1266.08,3,3,4,33,need_attention
1212,214.0,1.0,311.3,1,1,2,11,hibernating
1213,13.0,6.0,852.88,5,5,3,55,champions
1214,31.0,1.0,76.8,4,1,1,41,promising
1215,43.0,9.0,3466.3600000000006,3,5,5,35,loyal_customers
1216,4.0,6.0,2274.1400000000003,5,5,5,55,champions
1217,16.0,5.0,1393.69,4,4,4,44,loyal_customers
1218,11.0,12.0,3901.81,5,5,5,55,champions
1219,212.0,1.0,635.6600000000001,1,1,3,11,hibernating
1220,46.0,3.0,2043.0800000000002,3,3,5,33,need_attention
1221,135.0,2.0,529.7299999999999,2,3,3,23,at_Risk
1222,44.0,7.0,4582.639999999999,3,5,5,35,loyal_customers
1223,10.0,5.0,2874.72,5,4,5,54,champions
1224,116.0,3.0,962.1899999999999,2,3,4,23,at_Risk
1225,199.0,2.0,695.6099999999999,1,3,3,13,at_Risk
1226,278.0,1.0,328.8,1,1,2,11,hibernating
1227,111.0,3.0,473.02,2,3,2,23,at_Risk
1228,78.0,1.0,505.18,2,1,3,21,hibernating
1229,53.0,1.0,917.34,3,1,3,31,about_to_sleep
1230,162.0,4.0,4300.33,2,4,5,24,at_Risk
1231,47.0,3.0,1421.61,3,3,4,33,need_attention
1232,17.0,2.0,642.8000000000001,4,3,3,43,potential_loyalists
1233,156.0,3.0,631.9000000000001,2,3,3,23,at_Risk
1234,226.0,1.0,440.0,1,1,2,11,hibernating
1235,8.0,2.0,584.0699999999999,5,3,3,53,potential_loyalists
1236,122.0,2.0,327.70000000000005,2,3,2,23,at_Risk
1237,61.0,1.0,104.82000000000002,3,1,1,31,about_to_sleep
1238,64.0,2.0,467.66,3,3,2,33,need_attention
1239,19.0,8.0,2015.02,4,5,5,45,loyal_customers
1240,8.0,19.0,17286.86,5,5,5,55,champions
1241,3.0,11.0,2975.59,5,5,5,55,champions
1242,23.0,3.0,648.8900000000001,4,3,3,43,potential_loyalists
1243,29.0,5.0,1428.0200000000002,4,4,4,44,loyal_customers
1244,285.0,1.0,626.65,1,1,3,11,hibernating
1245,177.0,2.0,147.2,2,3,1,23,at_Risk
1246,79.0,3.0,1560.3799999999994,2,3,4,23,at_Risk
1247,34.0,1.0,152.2,3,1,1,31,about_to_sleep
1248,41.0,12.0,3560.32,3,5,5,35,loyal_customers
1249,267.0,1.0,141.41,1,1,1,11,hibernating
1250,27.0,4.0,633.53,4,4,3,44,loyal_customers
1251,110.0,4.0,1659.75,2,4,4,24,at_Risk
1252,285.0,1.0,154.99,1,1,1,11,hibernating
1253,9.0,5.0,1308.6100000000001,5,4,4,54,champions
1254,306.0,1.0,409.93,1,1,2,11,hibernating
1255,17.0,4.0,5550.78,4,4,5,44,loyal_customers
1256,32.0,2.0,746.3599999999999,4,3,3,43,potential_loyalists
1257,1.0,23.0,15610.390000000003,5,5,5,55,champions
1258,20.0,1.0,225.36,4,1,1,41,promising
1259,125.0,2.0,260.25,2,3,2,23,at_Risk
1260,66.0,1.0,92.46,3,1,1,31,about_to_sleep
1261,107.0,1.0,725.6400000000001,2,1,3,21,hibernating
1262,2.0,23.0,8152.710000000001,5,5,5,55,champions
1263,24.0,17.0,6211.66,4,5,5,45,loyal_customers
1264,267.0,1.0,183.6,1,1,1,11,hibernating
1265,5.0,19.0,6140.42,5,5,5,55,champions
1266,10.0,12.0,10408.300000000003,5,5,5,55,champions
1267,30.0,5.0,1130.7599999999998,4,4,4,44,loyal_customers
1268,267.0,1.0,152.55,1,1,1,11,hibernating
1269,64.0,2.0,374.7,3,3,2,33,need_attention
1270,321.0,1.0,265.85,1,1,2,11,hibernating
1271,4.0,8.0,1437.5700000000002,5,5,4,55,champions
1272,33.0,1.0,151.04,4,1,1,41,promising
1273,5.0,3.0,942.26,5,3,4,53,potential_loyalists
1274,130.0,1.0,118.67,2,1,1,21,hibernating
1275,41.0,5.0,499.4200000000001,3,4,3,34,loyal_customers
1276,102.0,6.0,1049.37,2,5,4,25,cant_loose
1277,125.0,1.0,375.0999999999999,2,1,2,21,hibernating
1278,33.0,1.0,45.599999999999994,4,1,1,41,promising
1279,303.0,2.0,921.62,1,3,4,13,at_Risk
1280,365.0,1.0,182.24999999999997,1,1,1,11,hibernating
1281,5.0,9.0,1002.9000000000001,5,5,4,55,champions
1282,3.0,18.0,4421.290000000001,5,5,5,55,champions
1283,3.0,1.0,191.47,5,1,1,51,new_customers
1284,11.0,13.0,42299.20695000015,5,5,5,55,champions
1285,57.0,1.0,158.75,3,1,1,31,about_to_sleep
1286,325.0,1.0,76.32000000000001,1,1,1,11,hibernating
1287,8.0,14.0,4076.91,5,5,5,55,champions
1288,13.0,1.0,433.85999999999996,5,1,2,51,new_customers
1289,5.0,17.0,42299.20695000015,5,5,5,55,champions
1290,37.0,1.0,147.34999999999997,3,1,1,31,about_to_sleep
1291,17.0,11.0,3104.17,4,5,5,45,loyal_customers
1292,138.0,1.0,191.95000000000002,2,1,1,21,hibernating
1293,74.0,6.0,5176.155000000001,2,5,5,25,cant_loose
1294,6.0,5.0,1105.8799999999999,5,4,4,54,champions
1295,155.0,2.0,168.26999999999998,2,3,1,23,at_Risk
1296,240.0,1.0,1266.23,1,1,4,11,hibernating
1297,52.0,7.0,2703.23,3,5,5,35,loyal_customers
1298,31.0,2.0,597.9100000000001,4,3,3,43,potential_loyalists
1299,73.0,1.0,144.2,2,1,1,21,hibernating
1300,4.0,12.0,5683.1500000000015,5,5,5,55,champions
1301,15.0,4.0,692.85,4,4,3,44,loyal_customers
1302,23.0,7.0,2915.15,4,5,5,45,loyal_customers
1303,4.0,4.0,1840.4199999999998,5,4,4,54,champions
1304,274.0,2.0,386.53,1,3,2,13,at_Risk
1305,20.0,5.0,1382.7399999999998,4,4,4,44,loyal_customers
1306,144.0,1.0,90.0,2,1,1,21,hibernating
1307,4.0,4.0,2780.15,5,4,5,54,champions
1308,85.0,1.0,312.105,2,1,2,21,hibernating
1309,11.0,3.0,2720.63,5,3,5,53,potential_loyalists
1310,8.0,3.0,706.1300000000001,5,3,3,53,potential_loyalists
1311,123.0,3.0,709.7099999999999,2,3,3,23,at_Risk
1312,61.0,2.0,637.5000000000002,3,3,3,33,need_attention
1313,2.0,5.0,1123.8600000000001,5,4,4,54,champions
1314,320.0,1.0,480.9100000000001,1,1,3,11,hibernating
1315,3.0,11.0,3586.0299999999997,5,5,5,55,champions
1316,130.0,3.0,605.6399999999999,2,3,3,23,at_Risk
1317,2.0,15.0,4617.95,5,5,5,55,champions
1318,2.0,2.0,965.8800000000002,5,3,4,53,potential_loyalists
1319,47.0,1.0,415.81999999999994,3,1,2,31,about_to_sleep
1320,4.0,2.0,935.05,5,3,4,53,potential_loyalists
1321,3.0,4.0,915.1300000000001,5,4,3,54,champions
1322,374.0,1.0,311.81,1,1,2,11,hibernating
1323,134.0,1.0,115.8,2,1,1,21,hibernating
1324,47.0,4.0,3742.2,3,4,5,34,loyal_customers
1325,9.0,5.0,4191.0,5,4,5,54,champions
1326,79.0,2.0,483.4,2,3,3,23,at_Risk
1327,234.0,1.0,157.2,1,1,1,11,hibernating
1328,221.0,1.0,446.62000000000006,1,1,2,11,hibernating
1329,36.0,2.0,658.64,3,3,3,33,need_attention
1330,76.0,2.0,621.29,2,3,3,23,at_Risk
1331,240.0,2.0,1187.68,1,3,4,13,at_Risk
1332,267.0,1.0,118.75,1,1,1,11,hibernating
1333,10.0,55.0,42299.20695000015,5,5,5,55,champions
1334,20.0,2.0,424.89000000000004,4,3,2,43,potential_loyalists
1335,41.0,1.0,507.65999999999997,3,1,3,31,about_to_sleep
1336,20.0,11.0,4630.35,4,5,5,45,loyal_customers
1337,216.0,3.0,1097.62,1,3,4,13,at_Risk
1338,174.0,2.0,289.36,2,3,2,23,at_Risk
1339,88.0,4.0,2445.9100000000003,2,4,5,24,at_Risk
1340,71.0,2.0,1631.7700000000004,3,3,4,33,need_attention
1341,276.0,1.0,120.44,1,1,1,11,hibernating
1342,40.0,4.0,562.59,3,4,3,34,loyal_customers
1343,99.0,1.0,363.79,2,1,2,21,hibernating
1344,11.0,4.0,450.8400000000001,5,4,2,54,champions
1345,34.0,1.0,134.46,3,1,1,31,about_to_sleep
1346,60.0,3.0,3222.3,3,3,5,33,need_attention
1347,298.0,4.0,576.9,1,4,3,14,at_Risk
1348,87.0,4.0,549.46,2,4,3,24,at_Risk
1349,9.0,7.0,1600.2600000000002,5,5,4,55,champions
1350,41.0,2.0,701.5699999999999,3,3,3,33,need_attention
1351,11.0,25.0,4617.6900000000005,5,5,5,55,champions
1352,67.0,1.0,452.89,3,1,2,31,about_to_sleep
1353,332.0,1.0,69.71000000000001,1,1,1,11,hibernating
1354,31.0,6.0,2054.36,4,5,5,45,loyal_customers
1355,3.0,15.0,4654.08,5,5,5,55,champions
1356,2.0,13.0,4684.76,5,5,5,55,champions
1357,68.0,2.0,853.3900000000001,3,3,3,33,need_attention
1358,5.0,21.0,11349.52,5,5,5,55,champions
1359,202.0,2.0,918.4999999999998,1,3,3,13,at_Risk
1360,107.0,1.0,335.52,2,1,2,21,hibernating
1361,19.0,4.0,701.4,4,4,3,44,loyal_customers
1362,219.0,1.0,185.39999999999998,1,1,1,11,hibernating
1363,61.0,7.0,747.4400000000002,3,5,3,35,loyal_customers
1364,3.0,1.0,150.60999999999996,5,1,1,51,new_customers
1365,17.0,2.0,466.70000000000005,4,3,2,43,potential_loyalists
1366,240.0,1.0,328.15999999999997,1,1,2,11,hibernating
1367,95.0,1.0,151.73999999999998,2,1,1,21,hibernating
1368,11.0,6.0,2073.4300000000003,5,5,5,55,champions
1369,106.0,6.0,1905.8400000000001,2,5,4,25,cant_loose
1370,54.0,9.0,2241.1000000000004,3,5,5,35,loyal_customers
1371,90.0,1.0,1070.48,2,1,4,21,hibernating
1372,31.0,5.0,1004.3800000000001,4,4,4,44,loyal_customers
1373,12.0,6.0,1789.72,5,5,4,55,champions
1374,4.0,4.0,1839.3000000000002,5,4,4,54,champions
1375,2.0,17.0,2004.9799999999998,5,5,4,55,champions
1376,43.0,1.0,169.48000000000002,3,1,1,31,about_to_sleep
1377,5.0,1.0,89.94,5,1,1,51,new_customers
1378,248.0,2.0,632.3999999999999,1,3,3,13,at_Risk
1379,43.0,9.0,3432.8,3,5,5,35,loyal_customers
1380,178.0,1.0,683.1700000000001,2,1,3,21,hibernating
1381,93.0,3.0,991.1300000000001,2,3,4,23,at_Risk
1382,111.0,4.0,1009.73,2,4,4,24,at_Risk
1383,29.0,5.0,2214.7899999999995,4,4,5,44,loyal_customers
1384,27.0,10.0,3350.96,4,5,5,45,loyal_customers
1385,52.0,3.0,1547.2,3,3,4,33,need_attention
1386,184.0,3.0,919.9300000000001,1,3,3,13,at_Risk
1387,43.0,5.0,2048.07,3,4,5,34,loyal_customers
1388,50.0,4.0,1462.7200000000003,3,4,4,34,loyal_customers
1389,23.0,4.0,754.1200000000001,4,4,3,44,loyal_customers
1390,76.0,5.0,3144.86,2,4,5,24,at_Risk
1391,81.0,2.0,490.86,2,3,3,23,at_Risk
1392,374.0,1.0,161.00000000000003,1,1,1,11,hibernating
1393,327.0,1.0,146.85,1,1,1,11,hibernating
1394,44.0,11.0,2380.8500000000004,3,5,5,35,loyal_customers
1395,31.0,2.0,890.3400000000001,4,3,3,43,potential_loyalists
1396,184.0,1.0,213.70000000000005,1,1,1,11,hibernating
1397,235.0,2.0,280.55,1,3,2,13,at_Risk
1398,9.0,10.0,2588.7699999999995,5,5,5,55,champions
1399,220.0,2.0,1693.4499999999998,1,3,4,13,at_Risk
1400,111.0,3.0,1474.0600000000002,2,3,4,23,at_Risk
1401,279.0,1.0,136.76999999999998,1,1,1,11,hibernating
1402,319.0,1.0,302.58,1,1,2,11,hibernating
1403,8.0,3.0,1904.05,5,3,4,53,potential_loyalists
1404,2.0,5.0,2879.7,5,4,5,54,champions
1405,261.0,2.0,969.06,1,3,4,13,at_Risk
1406,65.0,5.0,3099.7200000000003,3,4,5,34,loyal_customers
1407,10.0,9.0,12215.12,5,5,5,55,champions
1408,142.0,1.0,120.0,2,1,1,21,hibernating
1409,51.0,2.0,1163.45,3,3,4,33,need_attention
1410,9.0,8.0,2618.2299999999996,5,5,5,55,champions
1411,155.0,2.0,333.97,2,3,2,23,at_Risk
1412,110.0,2.0,530.18,2,3,3,23,at_Risk
1413,163.0,3.0,1516.24,2,3,4,23,at_Risk
1414,332.0,1.0,492.65,1,1,3,11,hibernating
1415,226.0,1.0,112.32,1,1,1,11,hibernating
1416,74.0,2.0,437.96000000000004,2,3,2,23,at_Risk
1417,52.0,4.0,559.97,3,4,3,34,loyal_customers
1418,99.0,3.0,1119.7400000000002,2,3,4,23,at_Risk
1419,16.0,3.0,4188.0,4,3,5,43,potential_loyalists
1420,197.0,1.0,134.04,1,1,1,11,hibernating
1421,4.0,15.0,3701.4400000000005,5,5,5,55,champions
1422,31.0,2.0,595.25,4,3,3,43,potential_loyalists
1423,22.0,4.0,1910.0100000000002,4,4,4,44,loyal_customers
1424,24.0,3.0,4628.75,4,3,5,43,potential_loyalists
1425,9.0,3.0,176.63,5,3,1,53,potential_loyalists
1426,214.0,1.0,426.6,1,1,2,11,hibernating
1427,9.0,6.0,911.26,5,5,3,55,champions
1428,12.0,5.0,2311.7599999999998,5,4,5,54,champions
1429,2.0,11.0,3883.25,5,5,5,55,champions
1430,8.0,9.0,4871.929999999999,5,5,5,55,champions
1431,4.0,4.0,1046.56,5,4,4,54,champions
1432,41.0,1.0,166.2,3,1,1,31,about_to_sleep
1433,18.0,4.0,1305.3299999999997,4,4,4,44,loyal_customers
1434,9.0,44.0,42299.20695000015,5,5,5,55,champions
1435,9.0,9.0,3965.62,5,5,5,55,champions
1436,19.0,1.0,43.2,4,1,1,41,promising
1437,118.0,1.0,640.1400000000001,2,1,3,21,hibernating
1438,223.0,1.0,383.45000000000005,1,1,2,11,hibernating
1439,72.0,3.0,1858.9600000000003,3,3,4,33,need_attention
1440,52.0,2.0,2093.3199999999997,3,3,5,33,need_attention
1441,89.0,6.0,2995.72,2,5,5,25,cant_loose
1442,9.0,9.0,2352.53,5,5,5,55,champions
1443,243.0,1.0,310.26,1,1,2,11,hibernating
1444,47.0,6.0,1611.59,3,5,4,35,loyal_customers
1445,107.0,1.0,120.0,2,1,1,21,hibernating
1446,45.0,6.0,2481.13,3,5,5,35,loyal_customers
1447,65.0,1.0,508.58,3,1,3,31,about_to_sleep
1448,207.0,2.0,477.78999999999996,1,3,2,13,at_Risk
1449,11.0,5.0,1530.7500000000002,5,4,4,54,champions
1450,115.0,2.0,605.0600000000001,2,3,3,23,at_Risk
1451,243.0,1.0,183.85000000000002,1,1,1,11,hibernating
1452,164.0,1.0,311.65000000000003,2,1,2,21,hibernating
1453,18.0,7.0,4975.24,4,5,5,45,loyal_customers
1454,125.0,2.0,462.65999999999997,2,3,2,23,at_Risk
1455,23.0,3.0,840.21,4,3,3,43,potential_loyalists
1456,68.0,1.0,415.2,3,1,2,31,about_to_sleep
1457,17.0,8.0,2552.2100000000005,4,5,5,45,loyal_customers
1458,17.0,2.0,454.85999999999996,4,3,2,43,potential_loyalists
1459,17.0,4.0,1614.91,4,4,4,44,loyal_customers
1460,162.0,2.0,588.2199999999999,2,3,3,23,at_Risk
1461,243.0,1.0,309.52,1,1,2,11,hibernating
1462,219.0,1.0,134.7,1,1,1,11,hibernating
1463,46.0,8.0,2166.9799999999996,3,5,5,35,loyal_customers
1464,22.0,4.0,668.5600000000002,4,4,3,44,loyal_customers
1465,128.0,8.0,887.0400000000001,2,5,3,25,cant_loose
1466,39.0,1.0,108.97999999999999,3,1,1,31,about_to_sleep
1467,121.0,2.0,973.64,2,3,4,23,at_Risk
1468,261.0,1.0,409.57,1,1,2,11,hibernating
1469,11.0,1.0,133.5,5,1,1,51,new_customers
1470,275.0,1.0,282.92999999999995,1,1,2,11,hibernating
1471,165.0,1.0,51.0,2,1,1,21,hibernating
1472,158.0,4.0,1078.9600000000003,2,4,4,24,at_Risk
1473,216.0,1.0,90.6,1,1,1,11,hibernating
1474,6.0,2.0,163.62,5,3,1,53,potential_loyalists
1475,366.0,1.0,174.4,1,1,1,11,hibernating
1476,80.0,2.0,701.23,2,3,3,23,at_Risk
1477,44.0,1.0,225.12,3,1,1,31,about_to_sleep
1478,20.0,3.0,912.1800000000001,4,3,3,43,potential_loyalists
1479,32.0,4.0,2118.03,4,4,5,44,loyal_customers
1480,23.0,1.0,151.50000000000003,4,1,1,41,promising
1481,109.0,8.0,3717.35,2,5,5,25,cant_loose
1482,9.0,16.0,9227.82,5,5,5,55,champions
1483,320.0,1.0,155.0,1,1,1,11,hibernating
1484,296.0,1.0,100.5,1,1,1,11,hibernating
1485,359.0,1.0,76.55,1,1,1,11,hibernating
1486,186.0,1.0,235.56,1,1,1,11,hibernating
1487,192.0,2.0,617.05,1,3,3,13,at_Risk
1488,45.0,2.0,348.1,3,3,2,33,need_attention
1489,53.0,1.0,202.68,3,1,1,31,about_to_sleep
1490,27.0,1.0,615.4899999999999,4,1,3,41,promising
1491,39.0,3.0,1247.69,3,3,4,33,need_attention
1492,10.0,3.0,202.10999999999999,5,3,1,53,potential_loyalists
1493,297.0,1.0,142.4,1,1,1,11,hibernating
1494,33.0,3.0,1727.6000000000001,4,3,4,43,potential_loyalists
1495,11.0,8.0,3212.84,5,5,5,55,champions
1496,66.0,2.0,1043.46,3,3,4,33,need_attention
1497,11.0,9.0,4639.68,5,5,5,55,champions
1498,219.0,1.0,67.94999999999999,1,1,1,11,hibernating
1499,3.0,9.0,3479.91,5,5,5,55,champions
1500,66.0,2.0,487.99000000000007,3,3,3,33,need_attention
1501,3.0,19.0,2612.96,5,5,5,55,champions
1502,150.0,1.0,574.6999999999999,2,1,3,21,hibernating
1503,5.0,13.0,4051.4799999999996,5,5,5,55,champions
1504,131.0,4.0,1475.8100000000002,2,4,4,24,at_Risk
1505,34.0,6.0,1449.3200000000002,3,5,4,35,loyal_customers
1506,120.0,1.0,156.75,2,1,1,21,hibernating
1507,108.0,6.0,2157.73,2,5,5,25,cant_loose
1508,11.0,7.0,2599.03,5,5,5,55,champions
1509,72.0,6.0,2059.4500000000003,3,5,5,35,loyal_customers
1510,93.0,9.0,1100.27,2,5,4,25,cant_loose
1511,311.0,1.0,1063.0,1,1,4,11,hibernating
1512,43.0,2.0,770.0300000000001,3,3,3,33,need_attention
1513,363.0,1.0,121.05000000000001,1,1,1,11,hibernating
1514,92.0,7.0,1496.98,2,5,4,25,cant_loose
1515,2.0,13.0,5855.57,5,5,5,55,champions
1516,23.0,2.0,490.2200000000001,4,3,3,43,potential_loyalists
1517,4.0,3.0,1934.3600000000001,5,3,4,53,potential_loyalists
1518,11.0,6.0,1051.79,5,5,4,55,champions
1519,100.0,1.0,387.52,2,1,2,21,hibernating
1520,58.0,2.0,813.1100000000001,3,3,3,33,need_attention
1521,1.0,6.0,4263.639999999999,5,5,5,55,champions
1522,219.0,1.0,265.2,1,1,2,11,hibernating
1523,18.0,1.0,322.08,4,1,2,41,promising
1524,24.0,10.0,4481.67,4,5,5,45,loyal_customers
1525,51.0,2.0,363.34000000000003,3,3,2,33,need_attention
1526,8.0,5.0,1224.0600000000002,5,4,4,54,champions
1527,303.0,1.0,470.36,1,1,2,11,hibernating
1528,10.0,6.0,2248.5,5,5,5,55,champions
1529,22.0,6.0,1372.8,4,5,4,45,loyal_customers
1530,99.0,1.0,89.06,2,1,1,21,hibernating
1531,366.0,1.0,63.0,1,1,1,11,hibernating
1532,307.0,1.0,131.9,1,1,1,11,hibernating
1533,320.0,1.0,2661.24,1,1,5,11,hibernating
1534,9.0,5.0,2357.6800000000003,5,4,5,54,champions
1535,1.0,4.0,1712.8900000000003,5,4,4,54,champions
1536,205.0,2.0,1589.82,1,3,4,13,at_Risk
1537,54.0,4.0,1420.2,3,4,4,34,loyal_customers
1538,1.0,4.0,1010.35,5,4,4,54,champions
1539,19.0,5.0,1163.2300000000002,4,4,4,44,loyal_customers
1540,10.0,2.0,375.35,5,3,2,53,potential_loyalists
1541,19.0,4.0,885.8000000000001,4,4,3,44,loyal_customers
1542,181.0,3.0,483.24999999999994,1,3,3,13,at_Risk
1543,61.0,2.0,643.9000000000001,3,3,3,33,need_attention
1544,11.0,2.0,259.05,5,3,2,53,potential_loyalists
1545,191.0,1.0,119.93,1,1,1,11,hibernating
1546,6.0,9.0,3017.28,5,5,5,55,champions
1547,311.0,1.0,113.64,1,1,1,11,hibernating
1548,156.0,1.0,1837.92,2,1,4,21,hibernating
1549,111.0,3.0,434.34000000000003,2,3,2,23,at_Risk
1550,149.0,3.0,2103.0599999999995,2,3,5,23,at_Risk
1551,67.0,11.0,1980.57,3,5,4,35,loyal_customers
1552,99.0,3.0,529.62,2,3,3,23,at_Risk
1553,247.0,3.0,1038.44,1,3,4,13,at_Risk
